[时间]:2022-04-29 10:59:00,238-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 12:30:13,339-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:13,339-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:13,340-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2512/enable】
[时间]:2022-04-29 12:30:13,340-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:13,340-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:13,340-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:13,410-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:13,410-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:13,411-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2513/enable】
[时间]:2022-04-29 12:30:13,411-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:13,411-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:13,411-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:13,484-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:13,484-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:13,485-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2742/enable】
[时间]:2022-04-29 12:30:13,485-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:13,485-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:13,485-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:13,788-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:13,789-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:13,789-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2658/enable】
[时间]:2022-04-29 12:30:13,789-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:13,789-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:13,790-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:13,870-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:13,870-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:13,870-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2657/enable】
[时间]:2022-04-29 12:30:13,870-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:13,871-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:13,871-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:13,944-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:13,944-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:13,944-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2656/enable】
[时间]:2022-04-29 12:30:13,945-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:13,945-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:13,945-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:14,023-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:14,024-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:14,024-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2655/enable】
[时间]:2022-04-29 12:30:14,024-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:14,024-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:14,024-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:14,094-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:14,095-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:14,095-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2654/enable】
[时间]:2022-04-29 12:30:14,095-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:14,095-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:14,095-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:14,169-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:14,169-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:14,169-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2653/enable】
[时间]:2022-04-29 12:30:14,169-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:14,170-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:14,170-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:14,238-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:14,238-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:14,238-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2652/enable】
[时间]:2022-04-29 12:30:14,238-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:14,238-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:14,238-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:14,305-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:14,306-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:14,306-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2651/enable】
[时间]:2022-04-29 12:30:14,306-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:14,306-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:14,306-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:14,371-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:14,371-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:14,371-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2650/enable】
[时间]:2022-04-29 12:30:14,371-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:14,371-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:14,371-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:14,435-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:14,435-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:14,435-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2649/enable】
[时间]:2022-04-29 12:30:14,436-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:14,436-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:14,436-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:14,499-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:14,499-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:14,499-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2648/enable】
[时间]:2022-04-29 12:30:14,499-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:14,500-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:14,500-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:14,573-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:14,573-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:14,574-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2647/enable】
[时间]:2022-04-29 12:30:14,574-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:14,574-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:14,574-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:14,873-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:14,873-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:14,874-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2646/enable】
[时间]:2022-04-29 12:30:14,874-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:14,874-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:14,874-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:14,939-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:14,939-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:14,940-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2645/enable】
[时间]:2022-04-29 12:30:14,940-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:14,940-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:14,940-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:15,014-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:15,014-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:15,014-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2644/enable】
[时间]:2022-04-29 12:30:15,014-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:15,014-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:15,014-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:15,087-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:15,088-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:15,088-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2643/enable】
[时间]:2022-04-29 12:30:15,088-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:15,089-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:15,089-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:15,165-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:15,165-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:15,165-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2642/enable】
[时间]:2022-04-29 12:30:15,165-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:15,165-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:15,165-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:15,234-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:15,234-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:15,235-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2641/enable】
[时间]:2022-04-29 12:30:15,235-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:15,235-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:15,235-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:15,304-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:15,304-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:15,304-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2640/enable】
[时间]:2022-04-29 12:30:15,305-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:15,305-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:15,305-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:15,370-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:15,370-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:15,370-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2639/enable】
[时间]:2022-04-29 12:30:15,370-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:15,371-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:15,371-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:15,434-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:15,434-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:15,434-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2638/enable】
[时间]:2022-04-29 12:30:15,434-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:15,434-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
